0,345,91,21,43
1,165,253,9,73
2,87,336,4,73
3,6,424,0,70
4,0,423,0,77
5,0,435,0,65
6,0,420,0,80
7,0,423,0,77
8,0,435,0,65
9,0,418,0,82
10,0,428,0,72
11,0,440,0,60
12,0,427,0,73
13,0,424,0,76
14,0,430,0,70
15,0,428,0,72
16,0,447,0,53
17,0,426,0,74
18,0,436,0,64
19,0,428,0,72
20,0,429,0,71
21,0,440,0,60
22,0,429,0,71
23,0,434,0,66
24,0,425,0,75
25,0,434,0,66
26,0,435,0,65
27,0,422,0,78
28,0,448,0,52
29,0,432,0,68
30,0,435,0,65
31,0,426,0,74
32,196,224,19,61
33,257,162,21,60
34,93,326,6,75
35,32,386,6,76
36,7,430,0,63
37,14,413,0,73
38,6,421,0,73
39,0,431,0,69
40,0,426,0,74
41,0,430,0,70
42,0,431,0,69
43,0,422,0,78
44,0,439,0,61
45,0,430,0,70
46,0,431,0,69
47,0,429,0,71
48,0,432,0,68
49,0,432,0,68
50,0,442,0,58
51,0,439,0,61
52,0,431,0,69
53,0,447,0,53
54,0,432,0,68
55,0,431,0,69
56,0,444,0,56
57,0,416,0,84
58,0,430,0,70
59,0,437,0,63
60,0,423,0,77
61,0,429,0,71
62,0,434,0,66
63,0,427,0,73
64,0,442,0,58
65,178,243,24,55
66,169,265,10,56
67,31,392,1,76
68,43,380,2,75
69,2,438,0,60
70,0,425,0,75
71,0,437,0,63
72,0,437,0,63
73,0,426,0,74
74,0,428,0,72
75,0,433,0,67
76,0,419,0,81
77,0,413,0,87
78,0,419,0,81
79,0,436,0,64
80,0,422,0,78
81,0,424,0,76
82,0,438,0,62
83,0,434,0,66
84,0,429,0,71
85,0,433,0,67
86,0,423,0,77
87,0,431,0,69
88,0,425,0,75
89,0,426,0,74
90,0,423,0,77
91,0,443,0,57
92,0,430,0,70
93,0,437,0,63
94,0,445,0,55
95,0,408,0,92
96,0,435,0,65
97,0,444,0,56
98,0,430,0,70
99,335,86,18,61
100,253,178,9,60
101,177,249,11,63
102,117,312,11,60
103,11,425,1,63
104,0,432,0,68
105,0,427,0,73
106,0,424,0,76
107,0,430,0,70
108,0,443,0,57
109,0,418,0,82
110,0,444,0,56
111,0,429,0,71
112,0,432,0,68
113,0,416,0,84
114,0,431,0,69
115,0,419,0,81
116,0,415,0,85
117,0,448,0,52
118,0,425,0,75
119,0,425,0,75
120,0,423,0,77
121,0,434,0,66
122,0,433,0,67
123,0,429,0,71
124,0,427,0,73
125,0,423,0,77
126,0,422,0,78
127,0,428,0,72
128,0,447,0,53
129,0,442,0,58
130,0,423,0,77
131,0,426,0,74
132,298,136,17,49
133,207,231,10,52
134,19,409,0,72
135,1,422,0,77
136,11,419,0,70
137,2,431,0,67
138,0,425,0,75
139,0,428,0,72
140,0,422,0,78
141,0,428,0,72
142,0,442,0,58
143,0,435,0,65
144,0,436,0,64
145,0,408,0,92
146,0,429,0,71
147,0,433,0,67
148,0,443,0,57
149,0,426,0,74
150,0,431,0,69
151,0,427,0,73
152,0,430,0,70
153,0,433,0,67
154,0,439,0,61
155,0,426,0,74
156,0,428,0,72
157,0,421,0,79
158,0,431,0,69
159,0,438,0,62
160,0,418,0,82
161,0,416,0,84
162,0,437,0,63
163,0,432,0,68
164,0,420,0,80
165,258,170,24,48
166,205,228,9,58
167,45,394,3,58
168,46,372,3,79
169,0,434,0,66
170,0,429,0,71
171,0,442,0,58
172,0,428,0,72
173,0,432,0,68
174,0,431,0,69
175,0,428,0,72
176,0,434,0,66
177,0,436,0,64
178,0,433,0,67
179,0,445,0,55
180,0,430,0,70
181,0,420,0,80
182,0,438,0,62
183,0,429,0,71
184,0,421,0,79
185,0,434,0,66
186,0,429,0,71
187,0,435,0,65
188,0,439,0,61
189,0,415,0,85
190,0,435,0,65
191,0,422,0,78
192,0,421,0,79
193,0,417,0,83
194,0,433,0,67
195,0,426,0,74
196,0,447,0,53
