0,319,25,6,150
1,331,24,18,127
2,332,24,9,135
3,339,20,8,133
4,310,22,8,160
5,328,14,13,145
6,339,26,8,127
7,337,18,10,135
8,327,21,3,149
9,346,14,7,133
10,328,20,8,144
11,339,9,11,141
12,349,14,5,132
13,323,23,9,145
14,325,15,12,148
15,335,14,8,143
16,322,21,11,146
17,339,16,8,137
18,334,15,11,140
19,336,10,13,141
20,340,16,8,136
21,338,15,16,131
22,338,18,11,133
23,343,17,11,129
24,340,14,8,138
25,321,26,15,138
26,330,16,12,142
27,339,10,9,142
28,322,20,8,150
29,333,19,2,146
30,325,15,17,143
31,320,22,79,79
32,315,33,141,11
33,304,31,151,14
34,316,24,137,23
35,315,25,149,11
36,337,31,122,10
37,321,30,136,13
38,341,23,124,12
39,323,29,142,6
40,313,25,147,15
41,337,29,123,11
42,300,31,155,14
43,312,36,139,13
44,299,25,167,9
45,329,24,134,13
46,329,32,130,9
47,320,33,136,11
48,296,30,155,19
49,331,36,119,14
50,332,27,124,17
51,318,25,143,14
52,331,33,120,16
53,313,28,145,14
54,313,27,148,12
55,299,36,154,11
56,332,30,129,9
57,326,35,125,14
58,329,31,124,16
59,340,29,121,10
60,300,26,162,12
61,341,19,131,9
62,329,27,133,11
63,333,32,118,17
64,273,62,153,12
65,271,73,148,8
66,281,75,129,15
67,272,87,125,16
68,290,75,126,9
69,274,74,129,23
70,259,102,130,9
71,261,86,140,13
72,292,70,121,17
73,289,83,116,12
74,260,89,134,17
75,278,82,131,9
76,279,80,129,12
77,245,82,158,15
78,280,68,139,13
79,267,88,131,14
80,262,78,147,13
81,282,56,143,19
82,283,63,134,20
83,275,80,127,18
84,279,74,134,13
85,283,73,130,14
86,300,60,121,19
87,260,78,138,24
88,285,67,136,12
89,280,65,135,20
90,258,74,153,15
91,287,75,125,13
92,275,72,142,11
93,274,82,131,13
94,270,67,148,15
95,278,58,144,20
96,282,75,126,17
97,268,69,143,20
98,254,101,139,6
99,237,108,155,0
100,235,105,157,3
101,246,95,158,1
102,251,101,144,4
103,258,98,143,1
104,232,112,152,4
105,246,97,155,2
106,240,112,144,4
107,229,129,140,2
108,258,86,154,2
109,239,111,148,2
110,262,96,138,4
111,246,109,143,2
112,245,100,153,2
113,249,108,141,2
114,222,115,161,2
115,257,115,128,0
116,257,111,130,2
117,243,94,162,1
118,235,99,164,2
119,262,87,150,1
120,231,116,151,2
121,232,113,153,2
122,242,114,144,0
123,251,98,148,3
124,235,96,169,0
125,243,114,141,2
126,250,104,146,0
127,252,93,153,2
128,257,102,141,0
129,239,117,142,2
130,268,90,142,0
131,277,72,130,21
132,279,66,139,16
133,260,81,135,24
134,287,68,131,14
135,248,96,133,23
136,291,70,118,21
137,274,64,139,23
138,279,89,122,10
139,268,82,130,20
140,279,73,129,19
141,268,88,127,17
142,282,63,136,19
143,267,93,123,17
144,258,91,130,21
145,282,75,126,17
146,272,83,119,26
147,269,80,136,15
148,278,74,140,8
149,277,72,134,17
150,280,84,118,18
151,260,73,144,23
152,253,90,134,23
153,271,88,126,15
154,287,76,127,10
155,275,67,139,19
156,260,76,145,19
157,247,87,145,21
158,282,77,124,17
159,272,82,124,22
160,273,80,126,21
161,276,82,123,19
162,263,79,137,21
163,279,66,134,21
164,269,71,124,36
165,285,55,102,58
166,291,51,100,58
167,292,65,99,44
168,288,61,109,42
169,304,49,95,52
170,285,65,99,51
171,287,58,94,61
172,294,57,95,54
173,298,76,82,44
174,292,57,98,53
175,286,71,92,51
176,303,55,94,48
177,281,63,94,62
178,289,62,84,65
179,291,40,103,66
180,291,65,95,49
181,279,61,102,58
182,292,56,97,55
183,297,54,90,59
184,309,63,79,49
185,286,48,95,71
186,299,63,90,48
187,310,52,86,52
188,291,53,98,58
189,312,40,94,54
190,287,63,102,48
191,287,58,92,63
192,281,57,103,59
193,276,53,99,72
194,293,49,96,62
195,296,60,88,56
196,305,49,96,50
