0,330,54,27,89
1,345,30,32,93
2,345,37,36,82
3,357,40,24,79
4,317,61,31,91
5,317,53,44,86
6,342,55,22,81
7,326,55,27,92
8,330,52,39,79
9,340,42,35,83
10,331,49,35,85
11,351,44,31,74
12,342,46,41,71
13,352,37,44,67
14,307,52,65,76
15,351,38,50,61
16,343,36,58,63
17,353,34,42,71
18,341,31,64,64
19,346,38,57,59
20,337,52,36,75
21,333,43,39,85
22,336,47,31,86
23,334,48,37,81
24,349,49,34,68
25,315,60,35,90
26,316,65,34,85
27,317,59,32,92
28,323,59,30,88
29,336,52,44,68
30,318,66,45,71
31,327,55,34,84
32,352,47,32,69
33,318,65,35,82
34,318,64,26,92
35,322,76,38,64
36,328,59,37,76
37,325,66,42,67
38,334,49,30,87
39,322,69,28,81
40,320,67,23,90
41,323,72,38,67
42,336,63,29,72
43,333,57,38,72
44,321,54,41,84
45,354,57,36,53
46,340,46,47,67
47,309,62,42,87
48,339,50,40,71
49,337,53,42,68
50,319,68,33,80
51,334,46,45,75
52,338,46,50,66
53,316,56,45,83
54,331,46,59,64
55,331,61,47,61
56,346,48,39,67
57,336,51,49,64
58,336,59,60,45
59,332,62,36,70
60,338,45,41,76
61,338,49,35,78
62,306,60,47,87
63,314,64,43,79
64,321,53,41,85
65,323,50,37,90
66,305,64,53,78
67,327,53,39,81
68,344,53,42,61
69,316,61,51,72
70,330,59,39,72
71,330,69,34,67
72,327,57,40,76
73,306,67,45,82
74,337,54,49,60
75,327,58,47,68
76,341,57,39,63
77,300,67,58,75
78,318,60,49,73
79,335,59,46,60
80,322,60,65,53
81,320,62,51,67
82,327,59,66,48
83,336,45,66,53
84,328,64,54,54
85,334,71,52,43
86,343,48,68,41
87,326,53,75,46
88,322,45,72,61
89,331,58,72,39
90,342,41,73,44
91,341,48,74,37
92,343,50,73,34
93,354,32,76,38
94,355,35,79,31
95,340,46,82,32
96,337,48,43,72
97,347,40,29,84
98,333,44,30,93
99,336,35,39,90
100,342,46,38,74
101,327,42,37,94
102,319,67,44,70
103,350,43,25,82
104,327,52,34,87
105,334,34,49,83
106,340,64,30,66
107,315,59,29,97
108,336,43,30,91
109,335,48,33,84
110,343,43,22,92
111,322,58,30,90
112,323,56,50,71
113,332,58,46,64
114,332,52,43,73
115,327,64,42,67
116,330,51,51,68
117,339,46,45,70
118,332,52,41,75
119,335,50,42,73
120,346,45,48,61
121,337,63,41,59
122,336,51,42,71
123,332,48,35,85
124,344,40,30,86
125,342,38,26,94
126,348,33,28,91
127,343,42,26,89
128,338,43,26,93
129,323,47,27,103
130,322,36,24,118
131,372,34,20,74
132,367,26,20,87
133,331,54,21,94
134,326,43,37,94
135,336,32,36,96
136,350,55,19,76
137,341,50,22,87
138,339,52,23,86
139,320,63,29,88
140,327,57,27,89
141,328,51,26,95
142,344,39,34,83
143,343,52,23,82
144,333,55,34,78
145,352,32,35,81
146,351,35,32,82
147,338,48,27,87
148,322,51,42,85
149,345,43,36,76
150,344,36,30,90
151,376,30,30,64
152,330,26,41,103
153,343,42,33,82
154,333,39,44,84
155,341,42,28,89
156,332,48,33,87
157,346,46,28,80
158,331,54,32,83
159,333,52,37,78
160,338,52,34,76
161,332,48,32,88
162,313,76,30,81
163,295,97,22,86
164,292,86,31,91
165,320,77,24,79
166,298,83,24,95
167,319,74,31,76
168,331,82,17,70
169,310,88,24,78
170,300,73,39,88
171,309,82,27,82
172,296,87,30,87
173,293,86,35,86
174,300,79,36,85
175,327,65,43,65
176,313,64,32,91
177,327,75,32,66
178,330,63,33,74
179,306,63,49,82
180,311,67,48,74
181,328,46,53,73
182,318,58,48,76
183,330,44,57,69
184,336,49,44,71
185,334,46,52,68
186,334,43,54,69
187,334,50,46,70
188,325,50,56,69
189,357,40,40,63
190,347,46,36,71
191,341,48,41,70
192,333,67,27,73
193,333,54,29,84
194,322,57,38,83
195,342,49,32,77
196,323,50,37,90
197,322,50,33,95
198,349,51,26,74
