0,438,4,36,22
1,425,13,25,37
2,426,11,25,38
3,420,5,32,43
4,416,7,31,46
5,403,7,35,55
6,429,6,32,33
7,416,3,36,45
8,428,3,29,40
9,433,2,32,33
10,419,4,39,38
11,423,2,45,30
12,426,3,37,34
13,425,3,44,28
14,429,5,42,24
15,424,2,45,29
16,425,2,36,37
17,427,1,45,27
18,425,1,47,27
19,428,2,52,18
20,440,1,39,20
21,417,4,62,17
22,431,0,49,20
23,428,2,49,21
24,415,0,64,21
25,423,0,62,15
26,435,2,55,8
27,424,0,65,11
28,426,3,62,9
29,433,1,60,6
30,439,2,55,4
31,450,1,43,6
32,436,0,56,8
33,431,0,61,8
34,428,1,57,14
35,430,1,52,17
36,435,1,50,14
37,436,0,54,10
38,432,2,57,9
39,429,0,62,9
40,414,1,69,16
41,437,0,54,9
42,435,1,55,9
43,420,1,67,12
44,445,0,45,10
45,428,1,59,12
46,433,0,51,16
47,437,2,57,4
48,422,0,61,17
49,426,0,66,8
50,420,2,66,12
51,430,0,57,13
52,428,1,67,4
53,436,2,51,11
54,430,0,62,8
55,428,1,62,9
56,430,0,64,6
57,422,1,70,7
58,423,0,74,3
59,421,0,76,3
60,431,0,65,4
61,419,0,77,4
62,439,1,58,2
63,405,0,93,2
64,430,0,70,0
65,440,0,60,0
66,438,0,62,0
67,428,0,72,0
68,418,0,82,0
69,419,0,81,0
70,435,0,65,0
71,432,0,68,0
72,414,0,86,0
73,435,0,65,0
74,435,0,65,0
75,433,0,67,0
76,438,0,62,0
77,427,0,73,0
78,425,0,75,0
79,415,0,85,0
80,433,1,66,0
81,426,0,74,0
82,438,0,62,0
83,424,0,76,0
84,432,0,68,0
85,430,0,70,0
86,430,0,70,0
87,428,0,72,0
88,437,0,63,0
89,431,0,69,0
90,431,0,69,0
91,427,0,73,0
92,436,0,64,0
93,422,0,78,0
94,425,0,75,0
95,419,0,81,0
96,421,0,79,0
97,439,0,61,0
98,423,0,77,0
99,429,0,71,0
100,420,0,80,0
101,430,0,70,0
102,424,0,76,0
103,425,0,75,0
104,426,0,74,0
105,422,0,78,0
106,442,0,58,0
107,426,0,74,0
108,403,0,97,0
109,436,0,64,0
110,422,0,78,0
111,432,0,68,0
112,419,0,81,0
113,429,0,71,0
114,431,0,69,0
115,416,0,84,0
116,444,0,56,0
117,447,0,53,0
118,440,0,60,0
119,438,0,62,0
120,435,0,65,0
121,433,0,67,0
122,436,0,64,0
123,429,0,71,0
124,436,0,64,0
125,444,0,56,0
126,428,0,72,0
127,421,0,79,0
128,417,0,83,0
129,418,0,82,0
130,426,0,74,0
131,419,0,81,0
132,442,0,58,0
133,427,0,73,0
134,436,0,64,0
135,431,0,69,0
136,432,0,68,0
137,434,0,66,0
138,424,0,76,0
139,419,0,81,0
140,435,0,65,0
141,433,0,67,0
142,425,0,75,0
143,415,0,85,0
144,439,0,61,0
145,424,0,76,0
146,428,0,72,0
147,435,0,65,0
148,440,0,60,0
149,428,0,72,0
150,426,0,74,0
151,435,0,65,0
152,435,0,65,0
153,430,0,70,0
154,419,0,81,0
155,427,0,73,0
156,436,0,64,0
157,426,0,74,0
158,420,0,80,0
159,431,0,69,0
160,429,0,71,0
161,428,0,72,0
162,431,0,69,0
163,434,0,66,0
164,427,0,73,0
165,421,0,79,0
166,420,0,80,0
167,412,0,88,0
168,439,0,61,0
169,426,0,74,0
170,435,0,65,0
171,422,0,78,0
172,437,0,63,0
173,435,0,65,0
174,430,0,70,0
175,432,0,68,0
176,429,0,71,0
177,437,0,63,0
178,438,0,62,0
179,445,0,55,0
180,436,0,64,0
181,425,0,75,0
182,430,0,70,0
183,435,0,65,0
184,427,0,73,0
185,435,0,65,0
186,428,0,72,0
187,424,0,76,0
188,427,0,73,0
189,438,0,62,0
190,435,0,65,0
191,420,0,80,0
192,426,0,74,0
193,435,0,65,0
194,427,0,73,0
195,433,0,67,0
196,433,0,67,0
197,426,0,74,0
198,426,0,74,0
